playerID,Sum - W,Sum - L,Sum - GS,Sum - SHO,Sum - SV,Sum - IPouts,Sum - H,Sum - HR,Sum - BB,Sum - R,Sum - ER,ERA<3.5
lawrebr02,50,63,152,3,0,2889,1023,101,268,485,448,0
lawsoro01,47,39,83,2,11,2555,963,70,512,562,508,0
lawve01,162,147,364,28,13,8016,2833,268,597,1274,1118,0
laxtobi01,3,10,4,0,5,730,212,34,158,144,128,0
lazorja01,5,8,15,0,2,666,213,33,94,115,104,0
leach01,62,48,144,8,0,2770,864,79,341,407,363,0
leachte01,38,27,21,3,10,2100,688,38,197,279,245,1
leagubr01,27,35,0,0,74,1596,520,41,185,251,216,0
leakemi01,64,52,172,1,0,3251,1102,134,275,499,467,0
leallu01,51,58,151,3,1,2838,968,101,320,476,435,0
learki01,7,12,19,1,1,670,224,10,64,96,75,1
learyti01,78,105,224,9,1,4474,1570,147,535,792,723,0
leblawa01,21,33,71,0,0,1340,475,60,159,232,222,0
leclage01,7,12,19,2,2,708,222,4,61,117,88,1
lecursa01,10,16,10,0,1,962,281,31,124,133,125,0
ledezwi01,15,25,40,0,0,1189,440,45,196,261,238,0
leebi02,169,157,378,29,13,8592,2953,138,893,1304,1127,0
leebi03,119,90,225,10,19,5833,2122,176,531,885,783,0
leebo01,25,23,7,0,63,1478,402,31,196,177,148,1
leecl02,143,91,324,12,0,6470,2116,223,464,923,843,0
leedo01,40,44,97,4,11,2485,827,81,281,387,332,0
leema01,7,8,1,0,9,526,184,6,69,77,71,0
leeth01,117,124,272,14,10,6994,2327,121,838,1105,921,0
leeto01,6,12,19,0,0,502,176,13,44,131,65,1
leevesa01,194,100,299,39,13,7982,2449,29,587,1024,731,1
leewa01,30,37,66,4,0,1648,649,24,114,360,262,0
leffecr01,58,72,45,0,101,3437,1108,120,322,490,436,1
leftwph01,9,17,34,0,0,606,220,22,72,119,112,0
lehmake01,14,10,13,0,7,795,273,24,95,125,115,0
leibrch01,140,119,346,18,2,6924,2390,172,656,1068,952,0
leifile01,124,97,217,33,7,5514,1673,27,554,693,505,1
leipeda01,12,8,0,0,7,834,282,25,114,141,123,0
leiteal01,162,132,382,10,2,7173,2152,198,1163,1101,1010,0
leitema01,65,73,149,1,26,3553,1205,155,424,664,602,0
lemanda01,37,63,103,3,0,2739,1012,87,363,529,469,0
lemasde01,90,105,249,14,8,5363,1703,184,600,778,712,0
lemonbo01,207,128,350,31,22,8550,2559,181,1251,1185,1024,1
lemonma01,22,38,74,1,1,1611,564,56,159,264,242,0
leonade01,144,106,302,23,1,6561,2137,202,622,1008,898,0
leonadu01,139,113,272,33,13,6576,2022,54,664,853,672,1
leonadu02,191,181,374,30,44,9655,3304,158,737,1432,1162,1
leonhda01,16,14,29,4,5,1011,287,32,150,125,118,1
leonma01,14,18,13,1,13,931,315,28,100,153,128,0
lerchra01,60,64,164,2,3,3298,1232,101,432,612,553,0
lerscba01,18,32,53,1,6,1711,536,70,172,255,242,0
leskacu01,50,34,11,0,55,2138,678,80,362,365,345,0
lestejo01,127,79,284,4,0,5403,1675,161,592,762,711,0
leverdi01,29,34,77,4,6,1911,725,25,221,374,319,0
leverwa01,7,31,44,2,2,969,277,8,160,157,113,1
levinal01,24,33,7,0,10,1726,597,70,236,287,253,0
levraal01,7,11,21,0,0,512,194,30,81,112,106,0
levsedu01,21,26,51,3,0,1212,426,17,173,218,187,0
lewisco01,71,67,176,3,0,3296,1152,159,349,628,587,0
lewisje01,7,11,0,0,14,594,184,23,85,86,81,0
lewisri01,14,15,4,0,2,880,287,45,191,183,159,0
lewissc01,9,9,19,0,0,534,210,22,59,104,99,0
lewiste01,94,64,153,7,4,4215,1379,57,511,753,551,0
liddldo01,28,18,54,3,4,1283,397,42,203,203,178,0
lidgebr01,26,32,1,0,225,1810,492,57,287,257,237,0
lidleco01,82,72,199,5,2,3968,1400,159,356,738,671,0
liebejo01,131,124,327,5,2,6594,2388,285,422,1158,1043,0
liebhgl01,36,35,66,7,2,1838,543,3,183,225,148,1
ligteke01,17,20,0,0,48,1172,357,46,158,173,166,0
lillide01,25,34,52,1,17,1451,532,59,134,245,222,0
lillyte01,130,113,331,3,0,5948,1827,293,661,974,913,0
limajo01,89,102,235,1,5,4703,1783,267,393,972,917,0
linceti01,108,83,261,7,1,4931,1438,136,646,705,660,0
lincobr01,9,11,22,0,1,667,233,32,77,126,117,0
lincomi01,17,30,19,0,5,1129,420,55,149,236,223,0
lindavi01,36,60,101,7,2,2712,876,22,296,418,293,1
lindbpa01,68,63,32,1,64,3641,1157,112,384,510,443,1
lindejo01,8,18,28,1,1,755,247,20,161,147,125,0
lindsji01,21,20,20,1,19,1293,507,25,176,261,225,0
lindsma01,17,21,0,0,51,1262,453,23,154,193,172,0
linebsc01,42,31,6,0,8,1970,630,82,229,280,256,0
linesdi01,7,7,0,0,6,506,146,10,48,66,53,1
linkeed01,22,22,43,1,6,1347,555,28,206,313,280,0
lintodo01,17,20,35,0,0,916,360,50,125,210,196,0
linzyfr01,62,57,2,0,111,2450,790,35,282,315,259,1
lirafe01,26,46,79,3,1,1732,656,84,222,372,341,0
liriafr01,88,79,227,1,1,4050,1200,120,570,631,596,0
lisenho01,37,58,107,4,1,2907,1076,74,314,595,518,0
liskaad01,17,18,28,1,3,1054,354,12,150,176,151,0
litscje01,27,27,67,2,1,1253,430,55,119,214,193,0
littema01,32,31,19,0,56,1596,416,28,304,217,196,1
littldi01,33,54,83,2,9,2285,750,91,413,461,399,0
livelbu01,8,13,27,2,1,747,230,27,127,129,115,0
lloydgr01,30,36,0,0,17,1599,560,51,161,274,239,0
loaizes01,126,114,333,6,1,6297,2352,259,604,1170,1084,0
lockebo01,16,15,23,2,10,1250,432,40,165,209,186,0
lockebo02,57,39,0,0,95,2637,776,41,257,329,269,1
lockeje01,26,30,91,0,0,1551,509,51,205,260,239,0
lockwsk01,57,97,106,5,68,3708,1130,98,490,539,488,0
loeka01,34,43,48,1,4,1707,635,63,184,331,284,0
loesbi01,80,63,139,9,32,3571,1135,118,421,565,514,0
loewead01,9,8,29,0,0,550,183,17,123,120,113,0
loeweca01,10,18,41,1,0,715,302,32,76,169,162,0
loganbo01,7,15,25,1,4,668,245,9,81,100,78,1
loganbo02,26,18,0,0,2,1092,387,46,160,199,184,0
lohrmbi01,60,59,121,9,8,2972,1048,70,240,479,406,0
lohseky01,147,141,416,9,2,7567,2696,312,689,1314,1226,0
loiseri01,9,18,3,0,49,672,241,22,124,123,109,0
lolicmi01,217,191,496,41,11,10915,3366,347,1099,1537,1390,1
lollati01,47,52,131,4,4,2718,841,93,480,459,430,0
lombavi01,50,51,100,5,16,2834,919,70,418,462,386,0
lonboji01,157,137,368,15,4,7393,2400,233,823,1170,1056,0
longbi01,27,27,52,2,9,1556,568,63,140,276,252,0
loopebr01,72,65,97,1,103,3528,1242,132,373,594,542,0
lopated01,166,112,318,27,3,7318,2464,179,650,1008,869,1
lopezal02,47,58,92,5,4,2524,938,112,343,511,462,0
lopezaq01,6,6,0,0,15,622,199,23,82,94,87,0
lopezau01,62,36,9,0,93,2730,785,102,367,392,360,0
lopezja02,29,14,0,0,13,1520,460,23,220,214,194,1
lopezma01,31,40,93,3,2,1959,591,44,317,300,263,0
lopezro01,81,89,215,2,0,4052,1506,202,416,789,724,0
lopezwi01,16,17,2,0,11,916,337,27,57,131,120,0
lorraan01,6,11,26,1,0,525,218,31,83,138,127,0
loupaa01,10,17,0,0,6,633,189,15,52,82,73,1
lovesl01,28,21,48,1,4,1552,480,8,246,220,175,1
lovetto01,88,59,149,9,1,3916,1341,48,444,840,571,0
lowdegr01,23,39,73,3,0,1771,534,4,376,330,235,0
lowede01,176,157,377,4,86,8014,2759,217,794,1333,1195,0
lowema01,9,24,0,0,6,1009,329,35,142,173,142,0
lowese01,23,15,22,0,3,1320,485,51,194,261,242,0
lowntu01,55,61,49,1,73,3096,978,105,590,525,472,0
lowryno01,40,31,100,2,0,1855,606,64,249,298,277,0
lubypa01,40,41,88,1,2,2392,810,32,311,524,344,0
lucasga01,29,44,18,0,63,2007,618,41,227,274,224,1
lucasre01,157,135,301,22,7,7626,2736,136,455,1198,1051,0
lucidco01,23,23,50,3,0,1125,482,15,204,340,251,0
luebbst01,6,10,24,1,3,619,213,19,106,114,106,0
luebkco01,10,12,25,0,0,565,150,16,58,72,68,1
lundgca01,91,55,149,19,6,3966,1129,16,476,495,355,1
lundgde01,5,15,19,2,0,552,220,9,118,141,133,0
luquedo01,194,179,365,26,28,9661,3231,113,918,1412,1161,1
lushjo01,66,85,154,16,2,3718,1169,17,413,570,369,1
lylesjo01,23,38,97,1,1,1658,612,65,182,352,313,0
lylesp01,99,76,0,0,238,4171,1292,84,481,519,445,1
lynched01,47,54,119,2,8,2821,1050,89,229,470,418,0
lynchja01,110,105,217,8,0,5773,2048,54,295,1225,789,0
lynchmi02,43,32,72,1,3,1968,597,9,281,294,222,1
lynnla01,61,39,128,1,1,2374,739,59,291,318,296,1
lynnre01,10,8,7,1,5,554,175,12,85,91,81,0
lyonbr01,42,47,21,0,79,2044,721,69,220,338,315,0
lyonste01,260,230,484,27,23,12483,4489,223,1121,2056,1696,0
lysanri01,9,17,5,1,11,769,290,16,96,142,122,0
maasdu01,45,44,91,7,15,2204,745,71,284,399,342,0
macdobo01,8,9,0,0,3,703,234,26,107,120,113,0
macdomi01,18,23,3,0,71,1182,397,25,212,204,175,0
macfada01,132,159,332,18,9,8118,2981,112,872,1395,1191,0
machije01,12,2,0,0,6,552,157,17,53,74,71,1
mackeke01,8,10,1,0,5,625,231,33,63,129,111,0
maconma01,17,19,29,2,3,892,307,20,128,171,140,0
maddeki01,54,50,109,7,2,2874,987,41,336,645,417,0
maddemi01,12,10,26,0,0,582,198,9,113,99,85,0
maddoni01,43,20,72,9,1,1816,487,7,170,207,154,1
maddugr01,355,227,740,35,0,15025,4726,353,999,1981,1756,1
maddumi01,39,37,48,1,20,2585,873,67,284,428,388,0
madsory01,48,32,18,0,55,2080,671,66,205,285,266,1
madurca01,10,19,39,0,0,780,272,43,118,171,167,0
mageebi01,29,51,88,5,0,2228,837,23,350,522,407,0
maglisa01,119,62,232,25,14,5169,1591,169,562,684,603,1
magnami01,26,32,19,0,3,1853,666,45,234,317,280,0
magrajo01,57,67,166,10,0,3290,1081,79,391,517,464,0
mahafar01,59,64,148,9,1,2997,959,125,368,507,463,0
mahafro01,67,49,128,0,5,3168,1181,84,452,673,588,0
mahayro01,27,12,3,0,4,1704,539,75,266,273,242,0
mahlemi01,14,32,58,1,4,1218,429,40,190,242,211,0
mahleri01,96,111,271,9,6,5854,2069,165,606,972,866,0
maholpa01,77,100,250,4,0,4669,1676,149,510,806,744,0
mahompa01,42,39,63,0,5,2127,738,116,392,461,431,0
mailsdu01,32,25,59,5,2,1548,554,27,220,281,235,0
mainal01,21,22,44,4,6,1210,342,7,150,159,124,1
mainejo01,41,36,105,2,0,1779,534,81,270,315,293,0
mainswi01,16,17,32,0,1,803,261,5,154,191,105,0
mainwo01,4,13,11,0,3,614,210,21,84,122,117,0
majewga01,9,13,0,0,2,727,296,19,90,143,128,0
malarjo01,21,37,59,3,3,1698,629,10,227,386,229,0
malonji01,134,84,262,30,4,5547,1518,138,810,729,655,1
malonpa02,134,92,220,15,26,5745,1934,103,705,936,795,0
maltzgo01,20,13,0,0,33,880,258,17,74,93,88,1
mamaual01,76,67,140,15,10,3879,1138,22,511,541,416,1
manesse01,15,8,0,0,7,617,219,18,37,81,72,1
mangule01,11,10,16,1,1,775,343,15,72,174,154,0
mannija01,38,27,62,1,13,1716,704,7,68,477,201,1
manniru01,22,32,57,4,2,1506,483,10,162,236,175,1
manshje01,5,9,10,0,0,536,188,19,68,109,104,0
mantema01,14,18,0,0,93,968,249,30,200,154,146,0
manzajo01,13,15,1,0,6,1026,330,46,153,198,179,0
marbefi01,148,88,187,7,101,6202,2049,96,686,971,834,0
marchph01,68,75,162,6,2,3643,1084,81,684,605,530,0
marcujo01,65,63,132,8,7,3298,1269,91,344,630,569,0
marcush01,61,48,167,0,1,3090,957,140,314,474,450,0
maricju01,243,142,457,52,2,10522,3153,320,709,1329,1126,1
marioda01,15,11,34,2,0,893,290,2,102,144,113,1
marklcl01,12,17,21,2,0,704,235,9,110,132,107,0
marlodi01,13,15,17,0,3,730,280,28,101,148,135,0
marmoca01,23,35,13,0,117,1731,385,49,395,242,229,0
marotmi01,50,67,150,1,0,2754,1078,133,262,563,515,0
marquja01,124,118,318,5,1,5905,2079,253,769,1114,1008,0
marquru01,201,177,403,30,19,9920,3233,107,858,1443,1130,1
marreco01,39,40,94,7,3,2206,736,60,249,332,300,0
marshcu01,7,7,15,0,4,555,216,8,158,132,123,0
marshmi01,97,112,24,1,188,4160,1281,79,514,548,484,1
marshru01,8,10,25,0,2,726,272,5,106,151,112,0
marshse01,37,46,59,0,16,1846,596,60,221,289,264,0
marteda01,23,27,0,0,36,1511,405,48,229,209,195,1
martica04,18,12,37,0,2,892,289,18,108,122,116,0
marticr01,7,8,0,0,1,618,196,19,52,95,92,0
martide01,245,193,562,30,8,11999,3897,372,1165,1835,1643,0
martijo05,17,14,32,0,1,871,255,25,95,138,127,0
martimo01,38,34,42,1,15,1814,607,56,249,320,288,0
martini01,12,19,45,0,0,796,285,34,101,145,126,0
martipe02,219,100,409,17,3,8482,2221,239,760,1006,919,1
martira02,135,88,297,20,0,5687,1691,170,795,880,772,0
martire01,24,35,51,0,12,1525,509,50,256,295,241,0
martisi01,31,32,87,4,1,1748,568,41,237,294,251,0
martisp01,29,42,63,4,6,1777,645,16,191,306,249,0
martiti01,55,42,2,0,115,2502,732,53,425,357,320,1
martito02,11,9,0,0,3,950,339,36,143,181,173,0
martzra01,17,19,45,0,7,872,292,24,100,145,122,0
masonde01,5,16,21,1,0,573,199,4,74,104,79,0
masonmi01,29,39,90,2,0,1817,625,65,249,335,305,0
masonro01,22,35,23,1,13,1249,385,42,161,206,186,0
masseni01,20,16,2,0,4,1209,412,33,175,198,182,0
masteju01,64,74,184,4,0,3603,1181,97,498,625,575,0
mastewa02,78,100,184,15,20,4949,1613,101,886,888,760,0
mateoju01,18,12,1,0,2,955,298,45,85,136,130,0
mathebo01,297,248,568,19,3,14869,5591,69,533,3497,1591,1
mathech01,373,188,551,79,28,14342,4218,91,844,1616,1133,1
mathegr01,28,33,84,1,0,1542,491,45,202,247,233,0
mathete01,22,21,5,0,10,1265,429,50,180,212,199,0
mathetj01,32,26,0,0,16,1306,406,49,164,210,185,0
matlajo01,125,126,318,30,3,7089,2276,161,638,970,835,1
matsuda01,56,43,132,0,1,2371,721,85,387,406,391,0
matteal01,36,58,94,9,4,2533,878,22,299,447,316,1
matthmi01,14,10,10,0,1,731,237,29,121,129,123,0
matthry01,9,11,0,0,0,595,209,13,71,91,82,0
mattimi01,26,27,51,5,1,1472,515,12,184,364,209,0
matulri01,19,23,58,1,0,1065,396,32,126,195,174,0
matusbr01,27,41,68,0,0,1559,550,73,195,295,275,0
maulal01,84,80,168,4,1,4304,1662,59,518,1073,706,0
maunedi01,12,14,24,3,4,687,240,12,52,98,76,1
maurebr01,13,16,21,0,0,632,227,25,61,124,116,0
mayda02,26,43,97,3,0,1982,746,123,212,411,379,0
mayerer01,91,70,165,12,6,4281,1415,43,345,600,469,1
mayja01,72,95,161,7,19,4687,1645,35,617,808,673,0
mayru01,152,156,360,24,12,7866,2314,199,958,1150,1007,1
maysal01,53,90,148,3,0,3753,1341,26,415,905,543,0
maysca01,207,126,325,29,31,9064,2912,73,734,1211,979,1
maysjo01,48,70,156,6,0,2991,1130,138,329,601,559,0
mazzavi01,23,23,45,0,1,1146,432,43,155,219,198,0
mcafebi01,10,4,7,0,5,560,237,12,81,137,118,0
mcallza01,23,29,66,0,1,1297,459,47,145,241,200,0
mcanaer01,30,49,97,6,0,1870,599,45,268,321,279,0
mcandji01,37,53,110,6,4,2314,712,73,213,348,313,0
mcbeaal01,67,50,76,5,63,3217,1058,63,365,430,373,1
mcbridi01,149,78,237,10,0,6245,2420,19,172,1573,660,1
mcbrike01,40,50,122,7,3,2423,717,75,363,388,340,0
mccahbi01,16,14,40,2,0,872,297,15,145,142,124,0
mccalwi01,11,15,15,0,12,761,249,26,103,134,119,0
mccarbr01,55,65,157,4,0,3037,1056,123,249,505,465,0
mccaski01,106,108,242,11,7,5187,1748,154,665,876,791,0
mccatst01,63,63,161,7,5,3565,1172,124,520,581,527,0
mcclajo01,8,22,33,2,1,708,254,30,59,130,116,0
mccleky01,19,24,17,0,6,1162,359,45,140,174,163,0
mcclubo01,68,57,73,1,52,3476,1125,104,497,551,490,0
mccluse01,26,34,51,0,6,1291,425,61,254,275,261,0
mcconge01,41,51,98,5,4,2526,739,21,242,356,243,1
mccoobi01,32,42,20,0,58,1585,465,31,272,239,211,0
mccorha01,41,58,103,10,0,2652,922,9,115,498,261,1
mccorji01,265,214,485,33,1,12827,4092,83,749,2095,1155,1
mccormi03,134,128,333,23,12,7141,2281,255,795,1100,986,0
mccrale01,10,15,27,1,2,630,270,24,63,156,139,0
mcculch01,5,23,28,0,0,725,276,6,116,199,131,0
mcculla01,28,31,9,0,39,1579,427,47,252,219,190,1
mccutda01,8,11,15,0,0,573,213,28,75,108,102,0
mcdanli01,141,119,74,2,172,6418,2099,172,623,934,821,1
mcdermi02,11,33,47,1,0,1067,443,16,191,347,244,0
mcdermi03,69,69,156,11,14,3950,1161,87,838,655,572,0
mcdevda01,21,27,60,4,7,1368,461,42,264,266,223,0
mcdonbe01,78,70,198,6,0,3874,1186,138,437,606,561,0
mcdonja03,32,30,82,0,0,1537,487,56,231,261,239,0
mcdonji04,24,27,55,3,1,1404,489,24,231,262,222,0
mcdowja01,127,87,275,13,0,5667,1854,173,606,874,809,0
mcdowro01,70,70,2,0,159,3150,1045,50,410,454,385,1
mcdowsa01,141,134,346,23,14,7477,1948,164,1312,999,879,1
mcelrch01,38,30,7,0,17,2218,724,66,362,366,320,0
mcenawi01,12,17,0,0,29,1049,380,25,95,165,146,0
mcfarch02,34,61,96,6,2,2524,893,15,192,474,313,1
mcfarda01,8,25,35,1,0,791,354,10,82,223,147,0
mcfartj01,10,5,2,0,0,521,205,13,59,85,75,0
mcgafan01,38,33,62,1,24,2500,773,55,294,351,313,1
mcgeebi01,46,41,102,9,6,2559,861,53,355,422,354,0
mcgeeja01,21,11,0,0,26,779,192,21,72,82,80,1
mcgilwi01,72,74,150,2,1,3753,1381,26,701,956,638,0
mcginda01,15,30,28,2,10,1226,442,34,225,259,232,0
mcginjo01,246,142,381,32,24,10324,3276,52,812,1438,1016,1
mcginju01,102,79,186,18,0,4811,1572,21,294,958,525,1
mcgloji01,67,77,201,11,3,3901,1247,125,418,580,522,0
mcgloly01,86,93,201,13,2,4493,1553,127,572,735,663,0
mcglyst01,17,33,51,3,2,1428,448,6,144,215,156,1
mcgowdu01,26,29,69,1,1,1517,493,58,219,289,263,0
mcgrabo01,26,38,47,1,6,1774,677,31,265,393,317,0
mcgratu01,96,92,39,1,180,4544,1318,108,582,597,528,1
mcgresc01,138,108,309,23,5,6422,2245,235,518,1031,949,0
mchalma01,12,30,44,1,1,1075,381,7,81,182,142,0
mchugco01,30,24,66,0,0,1217,396,43,107,192,182,0
mcintha01,71,117,188,17,7,4950,1555,34,539,778,590,1
mcintjo01,8,19,33,1,0,661,231,17,77,107,90,0
mcjamdo01,79,80,162,6,4,4084,1414,19,563,816,519,1
mckaiar01,26,21,34,1,16,1459,529,26,208,270,230,0
mckaiha01,18,23,24,1,6,1144,435,21,193,254,209,0
mckeola01,46,64,115,4,0,2937,979,31,206,643,404,0
mclaide01,131,91,264,29,2,5658,1646,242,548,778,711,1
mclaubo01,10,20,21,2,9,939,335,22,123,186,156,0
mclauby01,16,25,35,0,16,1135,403,47,171,226,215,0
mclaujo01,29,28,12,0,36,1346,440,46,198,219,192,0
mclisca01,92,92,209,5,6,4827,1685,164,552,824,715,0
mcmahdo02,90,68,2,0,153,3932,1054,105,579,482,431,1
mcmahsa01,173,127,305,14,4,7902,2726,52,945,1593,1026,0
mcmicgr01,31,29,0,0,53,1569,483,42,193,215,189,1
mcmuljo01,14,15,31,0,0,854,489,4,79,405,170,0
mcmurcr01,28,42,79,3,4,2003,650,54,336,341,303,0
mcnalda01,184,119,396,33,2,8190,2488,230,826,1070,982,1
mcnamti01,14,29,42,4,0,1187,495,19,92,252,210,0
mcquemi01,5,11,19,0,3,655,212,32,112,128,113,0
mcquige01,85,89,173,17,14,4729,1382,23,401,577,417,1
mcquihu01,88,94,204,10,16,4685,1703,67,489,784,665,0
mcveyca01,10,12,19,0,5,529,235,3,16,141,73,0
mcweedo01,37,57,118,5,6,2844,980,56,450,536,439,0
mcwilla01,78,90,224,13,3,4675,1548,137,542,768,690,0
meachru01,23,17,9,0,9,1029,381,39,93,188,169,0
meadobr01,47,62,122,0,10,2882,1146,139,259,582,539,0
meadole01,188,180,406,25,7,9482,3280,84,956,1491,1185,1
meakige01,15,13,32,3,1,770,268,6,100,179,115,0
mechegi01,84,83,243,3,0,4297,1441,176,594,772,714,0
mecirji01,29,35,0,0,12,1581,482,41,225,240,221,0
meddebr01,16,7,0,0,1,704,233,27,104,108,94,0
medicdo01,124,105,287,16,2,5989,2036,151,624,925,836,0
medlekr01,40,22,69,1,1,1713,527,48,139,215,194,1
meegape01,14,20,38,2,0,975,323,8,67,220,141,0
meekero01,8,14,17,1,0,576,214,8,103,114,101,0
meekev01,7,11,0,0,4,588,165,15,101,90,79,0
meekijo01,153,133,308,9,2,7810,2831,67,1058,1704,1177,0
meinehe01,66,50,132,7,3,2998,1125,47,287,526,439,0
meinkfr01,8,24,32,1,0,882,354,10,67,229,104,1
mejiaje01,9,14,18,0,28,550,196,16,76,81,75,0
melanma01,19,16,0,0,121,1127,310,22,89,132,116,1
melenjo01,16,14,12,0,3,662,197,27,60,90,85,1
meltocl01,86,80,179,13,16,4361,1446,79,431,669,552,1
meltoru01,30,50,87,6,5,2112,624,22,395,331,283,0
mendolu01,16,25,56,0,1,1077,415,38,140,239,215,0
mendora01,59,40,62,2,16,2391,891,82,181,412,381,0
menefjo01,58,70,125,7,0,3334,1289,19,273,707,471,0
mercejo02,33,39,79,1,0,1749,617,75,223,336,308,0
mercewi01,131,164,298,11,10,7411,3070,64,754,1744,1096,0
merckke01,74,67,150,1,25,3976,1307,154,607,676,612,0
meredcl01,14,14,0,0,1,850,300,24,80,125,114,0
merriji01,81,86,192,9,7,4449,1468,160,322,657,602,0
mesajo01,80,109,95,2,321,4646,1629,151,651,811,750,0
messean01,130,99,295,27,15,6691,1719,174,831,812,709,1
messera01,4,12,0,0,2,554,225,21,80,104,100,0
metivde01,7,7,13,0,4,503,239,5,75,125,107,0
metzgbu01,18,9,1,0,23,880,289,23,140,133,122,0
meyerja01,24,34,24,0,21,1365,385,49,244,225,198,0
meyerru01,94,73,219,13,5,4594,1606,136,541,761,679,0
micelda01,43,52,9,0,39,2102,684,93,310,383,349,0
michach01,10,15,24,0,1,574,228,27,85,109,100,0
mijarjo01,6,11,0,0,0,777,257,21,103,105,93,1
mikkepe01,45,40,3,0,49,1960,576,59,250,288,245,1
milacbo01,39,47,125,5,1,2387,817,85,301,415,387,0
mileywa01,49,46,134,0,0,2497,850,81,260,388,365,0
miljujo01,29,26,45,2,5,1372,526,16,173,249,199,0
millean01,33,40,66,0,37,1663,533,50,289,318,283,0
millebo02,42,42,69,6,15,2466,889,72,247,406,362,0
millebo03,6,8,8,0,2,566,206,15,92,114,99,0
millebo04,69,81,99,0,51,4654,1487,101,608,679,581,1
millecy01,14,11,26,1,0,667,215,11,76,154,75,1
milledy01,23,17,1,0,22,1396,459,35,177,184,167,1
millefr02,52,66,127,14,4,3030,944,21,254,423,338,1
milleja02,60,58,139,8,3,3209,1260,33,340,582,486,0
millejo03,12,14,35,0,0,681,188,20,138,109,98,0
milleju01,24,14,33,0,0,1127,377,49,187,217,201,0
millera01,5,17,25,0,0,563,203,4,100,147,108,0
millero01,39,45,88,6,5,2318,808,10,229,413,296,1
millesh01,32,35,96,4,0,1726,504,55,207,227,206,1
millest01,105,103,93,5,154,5082,1522,140,600,697,610,1
milletr01,7,18,14,0,1,802,331,27,113,173,150,0
milletr02,18,17,5,0,11,1570,521,54,237,264,243,0
millewa04,62,46,147,1,0,2683,838,108,377,443,407,0
millibo01,13,6,13,0,4,541,152,25,60,83,72,0
millsal01,39,32,5,0,15,1908,577,83,395,306,291,0
millsle01,15,30,48,1,2,1305,453,40,302,325,293,0
millwke01,169,152,443,6,0,8161,2770,296,843,1357,1243,0
milnaal01,57,58,127,10,7,2989,1043,43,495,551,463,0
milonto01,41,28,106,0,1,1857,651,84,152,311,273,0
miltoer01,89,85,270,4,0,4747,1665,267,453,935,878,0
mimbsmi01,12,19,37,1,1,794,274,29,143,163,148,0
minarru01,6,9,13,1,3,510,169,24,89,107,88,0
minerza01,25,22,38,0,1,1157,408,39,162,198,182,0
mingost01,18,33,2,0,42,1754,544,45,225,237,197,1
minnepa01,69,84,169,9,10,3931,1428,122,393,656,574,0
minorbl01,13,10,0,0,5,675,231,29,70,115,110,0
minormi01,38,36,110,0,0,1958,639,82,187,311,297,0
mintogr01,59,65,7,0,150,3392,1082,43,483,452,389,1
mirabpa01,19,29,33,1,13,1499,526,43,239,284,247,0
miranan01,17,21,47,0,2,1090,355,41,206,202,180,0
mischpa01,4,15,24,1,0,602,227,28,57,114,107,0
mitchbo01,20,23,44,2,0,1145,440,2,73,267,135,1
mitchcl01,125,139,278,12,9,6651,2613,116,624,1215,1016,0
mitchfr01,31,49,86,2,1,2155,806,16,303,469,327,0
mitchjo02,9,14,37,0,0,720,272,14,93,138,116,0
mitchpa01,32,39,96,4,1,1864,673,76,191,341,307,0
mitchro01,32,37,67,7,5,2026,734,14,177,360,257,1
mitchwi01,84,92,190,16,4,4896,1464,14,605,725,522,1
mitrese01,13,30,64,1,1,1364,525,54,151,290,263,0
mizelvi01,90,88,230,15,0,4586,1434,143,680,725,654,0
mlickda01,66,80,193,2,1,3698,1337,171,472,709,646,0
moehlbr01,84,107,252,6,1,4702,1834,199,454,897,837,0
moelljo01,26,36,74,1,7,1751,596,55,176,308,260,0
moffesa01,6,29,35,1,0,911,345,13,98,250,135,0
moffira01,43,52,1,0,96,2344,766,61,286,355,317,0
mogrige01,132,131,261,20,20,6797,2352,77,565,1001,808,1
mohlemi01,14,27,20,0,10,1251,428,45,232,253,231,0
mohorda01,16,21,0,0,33,1091,378,37,99,163,141,1
monbobi01,114,112,263,18,3,5885,1995,211,462,910,803,0
mongesi01,49,40,17,0,56,2292,708,79,356,342,300,0
montajo01,24,26,17,0,21,1640,595,57,226,314,289,0
montejo01,90,83,244,11,5,4957,1604,135,513,728,650,0
montere01,3,7,11,0,2,505,221,11,95,127,120,0
monteri01,24,17,0,0,0,1060,344,43,119,170,152,0
montgje01,46,52,1,0,304,2606,785,81,296,347,316,1
monzara01,16,21,32,1,1,950,330,43,134,176,154,0
mooneji01,17,20,41,3,2,1068,426,23,133,193,168,0
mooreba01,26,37,99,1,3,1799,577,58,300,309,277,0
mooreba02,28,48,98,4,1,2155,704,80,365,408,361,0
moorecy01,16,26,40,3,3,1399,547,29,168,281,252,0
mooredo01,43,40,4,0,89,1965,698,53,186,308,267,0
mooreea01,162,154,326,34,7,8328,2474,57,1108,1231,856,1
mooreeu01,9,16,29,0,3,675,293,18,77,155,137,0
moorema02,32,21,73,1,0,1230,370,43,188,189,174,0
mooremi01,161,176,440,16,2,8495,2858,291,1156,1516,1381,0
moorera02,63,59,105,5,46,3218,935,101,560,522,484,0
moorero01,11,26,46,0,3,1220,476,11,239,260,225,0
moorewh01,30,29,60,4,4,1540,450,25,292,243,214,0
