playerID,Sum - W,Sum - L,Sum - GS,Sum - SHO,Sum - SV,Sum - IPouts,Sum - H,Sum - HR,Sum - BB,Sum - R,Sum - ER,ERA<3.5
aardsda01,16,18,0,0,69,1011,296,41,183,169,160,0
aasedo01,66,60,91,5,82,3328,1085,89,457,503,468,0
abadfe01,5,20,6,0,0,682,220,32,77,99,94,0
abbeybe01,22,40,66,0,1,1704,686,18,192,442,285,0
abbotgl01,62,83,206,5,0,3858,1405,162,352,707,627,0
abbotji01,87,108,254,6,0,5022,1779,154,620,880,791,0
abbotky01,4,17,22,0,0,556,207,26,79,112,107,0
abbotpa01,43,37,112,0,0,2162,682,101,393,421,394,0
aberal01,24,25,30,0,14,1168,398,29,160,205,181,0
abernte02,63,69,34,2,148,3443,1010,70,592,513,441,1
accarje01,10,20,0,0,38,854,288,24,111,143,136,0
aceveal01,31,16,15,0,29,1141,333,48,129,172,162,0
acevejo01,18,25,59,0,1,1105,420,71,113,246,235,0
aceveju01,28,40,34,0,53,1710,597,72,226,316,274,0
ackerji01,33,49,32,0,30,2713,918,82,329,447,399,0
ackerto01,19,13,23,1,8,1141,365,43,150,181,174,0
acostcy01,13,9,0,0,27,558,143,15,77,65,55,1
acostjo01,10,10,13,1,4,640,265,9,68,119,107,0
acostma01,13,13,0,0,9,744,234,30,117,122,110,0
adamsac01,41,33,7,0,49,1658,541,26,224,247,213,1
adamsba01,194,140,355,44,15,8986,2841,68,430,1129,917,1
adamsda01,4,11,16,0,3,513,182,5,65,87,71,0
adamsmi03,21,20,0,0,4,1222,316,33,126,122,109,1
adamste01,51,62,41,0,42,2608,890,63,380,448,403,0
adamswi01,8,16,21,0,2,853,303,8,144,172,138,0
adkingr01,12,27,42,0,1,1089,403,24,156,211,175,0
affelje01,43,46,42,0,28,2778,904,76,396,455,408,0
agostju01,40,33,2,0,29,1879,639,30,248,313,279,0
aguilri01,86,81,89,0,318,3874,1233,138,351,568,512,0
aguirha01,75,72,149,9,33,4127,1216,123,479,562,496,1
aitchra01,12,12,22,3,0,619,193,7,67,98,69,1
akerfda01,9,10,13,0,3,701,216,36,127,146,132,0
akerja01,47,45,0,0,123,2238,679,64,274,312,272,1
alberma01,27,31,23,0,0,1658,551,53,237,280,258,0
albural01,17,6,0,0,1,675,175,16,125,80,80,1
alburvi01,18,17,37,1,1,1118,338,36,220,194,170,0
alcalsa01,14,11,33,1,2,748,257,25,121,138,132,0
aldresc01,20,39,67,0,1,1499,581,78,230,356,334,0
aldrivi01,97,80,205,8,6,4802,1671,87,512,785,668,0
alexado01,194,174,464,18,3,10103,3376,324,978,1541,1406,0
alexape01,373,208,599,90,32,15570,4868,164,951,1851,1476,1
alfonan01,35,37,0,0,129,1839,677,55,250,292,280,0
allenbo04,7,12,0,0,19,822,288,23,132,152,125,0
allenco01,14,11,0,0,60,715,195,18,92,81,70,1
allenfr01,50,67,127,10,3,2911,893,26,373,411,316,1
allenjo02,142,75,241,17,18,5851,1849,104,738,924,813,0
allenll01,8,25,19,0,22,892,291,19,196,183,155,0
allenne01,58,70,59,6,75,2965,985,73,417,464,426,0
allisma01,9,21,27,1,1,740,247,4,67,135,87,1
almanar01,14,13,0,0,2,644,189,34,136,123,115,0
almanca01,13,13,1,0,0,717,252,35,82,134,128,0
alomalu01,18,3,1,1,15,706,212,21,111,98,90,1
altroni01,83,75,161,16,7,4542,1455,17,272,604,445,1
alvarhe01,27,34,92,5,0,1689,596,54,129,261,238,0
alvarwi01,102,92,263,5,4,5243,1624,190,805,857,769,0
amesre01,183,167,367,26,36,9594,2896,42,1034,1311,934,1
anderal02,49,54,128,3,0,2456,901,87,211,424,374,0
anderbo01,36,46,93,1,13,2522,858,80,319,450,398,0
anderbr02,82,83,245,4,1,4641,1743,264,337,897,814,0
anderbr04,37,41,112,1,3,2023,696,59,179,318,279,0
anderch01,15,13,48,0,0,801,275,34,80,131,124,0
andercr01,7,23,17,0,5,577,226,21,81,147,109,0
anderfr01,53,57,114,11,8,2959,912,22,247,415,313,1
anderji02,25,47,96,0,1,1724,672,58,240,371,346,0
anderla02,40,39,1,0,49,2986,932,58,311,402,348,1
anderma01,15,7,0,0,26,770,249,30,157,167,148,0
anderva01,9,20,30,0,0,719,339,13,115,237,164,0
andreiv01,50,59,108,2,8,3123,1151,59,342,562,479,0
andrena01,41,54,97,5,2,2320,798,40,236,350,297,1
andujjo01,127,118,305,19,9,6459,2016,155,731,955,857,0
ankieri01,13,10,41,0,1,726,198,32,130,119,105,0
antonjo02,126,110,268,25,21,5977,1870,185,687,860,739,1
apodabo01,16,25,11,0,26,1084,312,22,131,138,114,1
apontlu01,9,6,0,0,7,660,222,17,68,86,80,1
appieke01,169,137,402,12,0,7786,2425,232,933,1168,1078,0
appleed01,5,12,13,0,1,556,182,4,84,96,67,1
applepe01,57,66,71,6,26,3423,1187,76,486,667,545,0
aquinlu01,31,32,69,3,5,2035,698,45,224,311,277,0
archech01,32,32,93,3,0,1694,482,49,189,236,209,1
archeji02,9,16,28,2,5,699,244,19,70,129,102,0
arellfr01,24,22,49,2,8,1229,358,5,85,144,104,1
arlinst01,34,67,123,11,1,2366,792,61,373,431,379,0
armasto02,53,65,167,0,0,2777,891,122,431,519,478,0
armstja01,40,65,130,1,0,2360,807,102,319,439,400,0
armstmi01,19,17,1,0,11,1014,300,42,155,170,154,0
arochre01,18,17,36,1,11,993,363,37,75,169,151,0
arredjo01,22,11,0,0,1,660,182,21,110,92,80,1
arrieja01,56,38,130,4,0,2386,666,70,272,348,327,0
arrigge01,35,40,80,3,4,1860,605,56,291,315,285,0
arrojro01,40,42,105,2,6,2100,715,83,255,377,354,0
arroybr01,145,131,369,6,1,7094,2413,324,642,1201,1100,0
arroyfe01,24,37,60,2,0,1607,589,56,160,288,264,0
arroylu01,40,32,36,1,44,1594,524,58,208,261,232,0
asencmi01,7,8,30,0,0,538,199,22,89,110,102,0
ashbyan01,98,110,285,7,1,5432,1857,205,540,922,829,0
assenpa01,61,44,1,0,56,2567,817,73,315,371,336,0
astacpe01,129,124,343,12,0,6590,2292,291,726,1213,1140,0
atchisc01,17,11,1,0,3,1040,327,35,89,155,140,0
atherke01,33,41,0,0,26,1699,546,75,215,268,251,0
atkinal01,51,51,106,3,0,2745,943,21,209,625,403,0
augusdo01,34,30,70,3,0,1320,491,47,158,245,227,0
augusje01,55,59,104,6,11,2832,1028,87,340,491,444,0
aukerel01,130,101,261,14,2,5890,2230,129,706,1106,964,0
averyst01,96,83,261,6,0,4664,1529,148,569,800,723,0
avilalu01,12,6,0,0,0,593,162,10,68,67,65,1
axelrdy01,9,15,34,0,0,686,269,43,85,146,134,0
axforjo01,28,28,0,0,141,1152,339,35,191,166,150,0
ayalabo01,37,44,14,0,59,1728,581,71,245,353,306,0
ayalalu01,38,47,0,0,19,1663,581,54,139,233,206,1
aybarma01,17,18,28,0,3,1173,413,49,172,244,222,0
ayersdo01,65,79,140,17,15,4286,1357,23,382,612,451,1
babicjo01,30,45,87,3,1,1776,657,38,220,376,324,0
backebr01,31,29,79,1,0,1576,574,87,238,313,305,0
backmle01,9,18,25,0,2,733,263,5,92,124,98,0
bacsimi01,8,6,3,0,0,518,190,12,75,104,85,0
bacsimi02,10,13,35,0,0,648,261,41,60,141,131,0
baczefr01,17,10,40,2,1,838,306,38,111,149,138,0
badenbu01,20,27,10,0,4,1537,519,35,153,234,213,0
baekch01,16,18,44,0,0,839,294,35,81,161,150,0
baezda01,40,57,26,0,114,2091,652,71,288,366,329,0
bagbyji01,127,88,208,16,29,5465,1884,47,458,769,629,1
bagbyji02,97,96,198,13,9,4999,1815,98,608,849,733,0
bahnsst01,146,149,327,16,20,7587,2440,223,924,1127,1013,0
bahred01,11,11,25,0,0,657,210,13,95,102,82,1
bailean01,11,13,0,0,89,680,170,22,74,75,69,1
bailebi01,38,76,117,8,0,3253,1035,20,527,593,430,0
baileco01,9,10,0,0,1,621,208,13,116,99,91,0
baileho02,58,51,168,4,0,3030,999,117,325,501,470,0
bailero01,18,19,46,2,1,1068,392,43,161,216,194,0
bailesc01,39,44,59,2,13,2039,758,89,256,423,374,0
bairdo01,55,43,5,0,81,2728,839,86,405,398,367,0
bakelje01,76,125,204,7,0,5348,1909,43,564,1321,725,0
bakerki01,9,38,44,2,0,1113,483,20,186,388,254,0
bakerno01,14,15,29,1,0,759,250,3,86,167,96,1
bakersc02,66,53,172,2,0,3194,1089,145,245,518,504,0
bakerst01,7,16,26,0,6,711,262,26,127,150,135,0
bakerto01,3,9,9,0,2,519,195,6,92,109,91,0
baldsja01,48,41,0,0,60,2112,687,45,298,335,289,0
baldwda01,6,11,0,0,22,674,190,17,89,85,77,1
baldwja01,79,74,202,2,2,3968,1443,203,486,794,737,0
baldwla01,73,41,116,9,1,3051,921,31,233,547,322,1
baldwma01,156,165,328,14,4,8434,2699,82,1307,1817,1051,1
baldwri01,4,7,0,0,7,548,173,10,75,77,73,0
balejo01,3,7,12,0,1,521,183,16,75,98,90,0
balesco01,8,17,22,0,0,602,210,39,91,131,122,0
balfogr01,30,23,1,0,84,1619,406,47,252,215,209,1
ballaje01,41,53,118,2,2,2320,914,92,229,458,405,0
ballowi01,19,20,27,0,2,989,398,22,168,224,187,0
baneed01,7,13,25,0,2,504,182,13,84,103,87,0
bankhsc01,57,48,110,3,1,2703,876,111,289,451,418,0
bankswi01,33,39,84,1,2,1831,632,65,302,370,322,0
bannibr01,37,50,114,0,0,2002,724,86,224,407,377,0
bannifl01,134,143,363,16,0,7164,2320,291,846,1189,1078,0
bantaja01,14,12,19,1,5,614,176,15,113,97,86,0
barbest01,121,106,272,21,13,5997,1818,125,950,870,747,1
barclcu01,10,9,29,2,0,598,214,24,55,95,77,1
bardda01,10,19,10,0,5,772,193,25,121,114,105,0
barera01,16,26,49,3,1,1020,398,28,120,206,181,0
barfocl01,8,10,5,1,5,751,293,13,66,151,114,0
bargecy01,46,63,111,5,9,2927,1010,18,334,479,386,0
barkele01,74,76,194,7,5,3971,1289,96,513,695,639,0
barlomi01,10,6,2,0,6,740,279,16,104,147,127,0
barnebr01,14,22,56,0,3,1219,364,39,204,193,178,0
barneje01,152,150,314,26,13,7709,2686,88,515,1150,918,1
barnere02,35,31,81,6,1,1793,474,48,410,328,286,0
barnevi01,61,59,135,7,11,3282,1192,46,293,525,445,0
barojsa01,18,21,18,0,35,1170,374,33,179,186,171,0
barrbo01,49,98,151,6,1,3982,1455,31,363,935,565,0
barredi01,35,58,91,3,2,2187,753,29,320,398,347,0
barrefr01,15,17,2,0,12,653,211,8,90,100,85,0
barrere01,69,69,149,11,7,3790,1292,78,312,579,496,0
barrifr01,38,38,102,2,3,2154,718,64,246,369,331,0
barrji01,101,112,252,20,12,6196,2170,161,469,908,816,0
bartsch01,8,10,19,0,1,564,222,8,66,144,89,0
bassan01,5,9,18,0,3,835,279,28,107,147,136,0
bassbr01,9,7,4,0,1,549,213,23,85,118,105,0
bassno01,13,17,34,2,0,761,271,26,137,164,150,0
bastaan01,24,19,5,0,12,949,228,28,151,132,126,0
batesfr01,3,19,23,0,0,572,276,6,121,198,134,0
batismi01,102,115,248,5,41,5869,2021,194,899,1089,974,0
bauerri01,11,14,10,0,3,951,322,35,121,179,159,0
bauerru01,31,30,71,4,6,1797,562,17,271,282,235,0
bauertr01,18,24,64,0,0,1087,332,44,168,190,181,0
baumafr01,45,38,78,4,13,2392,856,70,300,406,364,0
baumgge01,36,47,79,7,4,2057,682,10,263,315,245,1
baumgro01,22,36,84,6,0,1486,492,43,211,246,221,0
baumgst01,26,21,40,3,7,1517,553,19,185,271,208,0
bautide01,11,15,21,0,0,670,246,21,131,154,146,0
bautijo01,32,42,49,0,3,2057,732,106,171,376,352,0
baynebi01,31,32,55,2,8,1986,711,37,297,407,356,0
beachbr01,14,12,48,1,0,827,227,28,92,119,103,1
beanbe01,11,7,8,0,2,705,288,21,96,160,139,0
beardda01,19,20,3,0,30,827,274,37,124,163,144,0
beardge01,45,38,84,7,1,2365,791,48,435,398,347,0
bearnla01,13,21,7,0,8,968,350,31,135,179,148,0
beatied01,48,56,108,5,0,2838,997,32,372,594,387,0
beattji01,52,87,182,7,1,3446,1174,88,461,581,532,0
beavabl01,16,20,44,0,0,879,326,46,47,151,150,0
beazljo01,31,12,46,3,3,1122,349,13,157,151,125,1
bechtge01,7,20,27,0,0,738,349,0,19,265,113,0
beckbo01,38,69,100,3,6,3102,1121,63,342,561,494,0
beckejo02,138,106,332,6,0,6153,1897,238,629,957,884,0
beckmbi01,21,25,44,4,2,1320,499,38,119,265,234,0
beckro01,38,45,0,0,286,2304,703,97,191,308,282,1
beckwjo01,18,19,5,0,7,1266,432,39,150,189,166,0
bedarer01,71,82,230,1,1,3911,1242,131,533,643,578,0
bediehu01,59,53,102,4,19,2810,932,15,236,425,321,1
bedrost01,76,79,46,0,184,3573,1026,114,518,496,447,1
beebefr01,62,83,153,9,4,3883,1090,17,534,587,412,1
beechma01,8,22,53,0,0,885,322,52,131,191,176,0
beenefr01,12,7,6,0,8,864,274,21,111,138,116,0
beggsjo01,48,35,41,4,29,2081,688,39,189,284,228,1
begleed01,16,27,44,0,0,1143,427,14,147,311,186,0
behanpe01,7,15,24,1,2,567,248,14,72,137,100,0
behrmha01,24,17,27,2,19,1289,427,31,228,254,210,0
beimejo01,29,34,23,0,5,2040,719,66,272,331,307,0
belchti01,146,140,373,18,5,7328,2423,264,860,1253,1130,0
belinbo01,28,51,102,4,2,1996,603,61,333,352,303,0
belinst01,41,37,0,0,79,2056,590,85,285,336,316,0
belisma01,49,55,44,0,5,2364,884,82,198,416,380,0
belisro01,24,20,0,0,12,1018,309,20,127,161,145,0
beller01,15,18,34,0,0,704,238,38,112,150,135,0
bellga01,121,117,233,9,51,6045,1794,206,842,932,825,0
bellge01,43,79,126,17,4,3258,1010,16,305,470,344,1
bellhe01,38,32,0,0,168,1886,584,48,214,258,244,1
bellhi01,32,34,47,1,24,1990,743,34,143,340,272,0
bellje01,17,11,28,0,1,849,262,17,114,121,103,1
bellro01,34,37,108,0,0,2058,757,125,288,465,435,0
bendech01,212,127,334,40,34,9051,2645,40,712,1110,823,1
benesal01,29,28,70,1,1,1482,493,59,220,284,252,0
benesan01,155,139,387,9,1,7516,2377,289,909,1206,1106,0
bengera01,101,130,249,12,19,5626,2177,132,598,1108,941,0
benitar01,40,47,0,0,289,2337,545,95,403,296,271,1
bennede01,43,47,127,6,6,2589,850,98,281,389,354,0
benneje01,8,17,6,0,3,685,244,24,108,119,109,0
benoijo01,54,42,55,0,50,2911,803,117,391,440,414,0
bensokr01,70,75,200,2,0,3731,1292,152,441,681,611,0
bentlja01,46,33,89,4,9,2142,761,37,263,365,318,0
bentoal01,98,88,167,10,66,5065,1672,106,733,831,686,0
bentola01,127,128,258,13,22,6891,2559,109,691,1190,1029,0
bentoru01,150,144,305,24,21,7552,2472,52,712,1115,863,1
benzjo01,76,75,163,17,3,4079,1225,16,334,509,367,1
bereja01,71,65,203,0,0,3333,1095,145,626,694,634,0
berenbr01,44,55,131,5,0,2345,730,32,425,392,350,0
berenju01,67,62,95,2,32,3616,1034,116,604,576,522,0
bergebr02,19,25,59,1,0,1272,467,55,122,243,217,0
bergehe01,32,29,68,5,1,1797,504,3,176,215,173,1
bergmja01,12,24,50,0,0,1169,400,65,153,240,218,0
bergmse01,39,47,117,2,0,2251,912,99,272,489,440,0
berkeja01,10,20,28,0,0,746,320,39,91,166,148,0
berlyja01,10,13,18,2,2,646,245,17,98,132,120,0
bernadw01,4,8,2,0,6,528,196,10,86,93,81,0
bernead01,11,27,37,0,0,1128,430,58,133,260,247,0
bernhbi01,116,82,200,14,3,5376,1860,26,365,858,605,1
berryjo03,21,22,0,0,18,882,246,14,87,99,80,1
bertafr01,19,29,66,5,0,1239,399,42,214,208,176,0
bessedo01,14,7,2,0,12,633,196,20,88,84,78,1
bessehe01,5,15,25,0,2,728,298,24,128,195,183,0
betande01,11,4,1,0,10,545,101,11,72,40,36,1
betanra01,38,37,0,0,75,2057,596,71,164,274,256,1
bettich01,9,11,28,0,0,553,217,21,72,116,107,0
bettshu01,61,68,125,8,16,4099,1581,83,321,716,596,0
bevenbi01,40,36,84,6,0,1927,598,40,236,253,220,1
bibbyji01,111,101,239,19,8,5168,1565,131,723,800,719,0
bickfve01,66,57,149,9,2,3229,1040,76,467,500,444,0
biddlro01,20,30,41,0,46,1136,409,59,170,266,230,0
bielemi01,70,73,178,4,5,3693,1236,116,496,633,572,0
billich01,83,64,197,2,0,3637,1162,92,499,545,501,0
billiha01,8,8,18,0,3,513,164,5,105,109,75,0
billija01,145,113,305,27,15,6692,2272,176,750,1069,949,0
billijo02,10,15,25,1,0,591,209,7,107,133,110,0
birddo01,73,60,100,3,60,3641,1273,122,296,590,538,0
birkbmi01,12,19,51,0,0,811,319,27,93,158,146,0
birkora01,31,28,64,2,2,1632,618,24,175,316,253,0
birtsti01,14,14,30,0,1,986,324,37,170,168,149,0
bishoch01,10,22,37,1,3,882,307,28,168,186,174,0
bithohi01,34,31,53,8,5,1529,517,21,171,214,179,1
blackbu02,121,116,296,12,11,6160,1978,217,623,982,876,0
blackda01,8,10,15,0,0,544,166,6,52,83,64,1
blackdo01,34,55,113,4,1,2391,803,46,400,425,385,0
blackew01,82,78,169,15,10,3963,1150,67,562,562,484,1
blackjo02,30,12,16,0,25,1242,391,53,129,200,180,0
blackni01,43,55,137,0,0,2456,1003,117,202,490,441,0
blacktr01,9,9,26,0,0,578,189,33,81,118,112,0
blaehge01,104,125,251,14,12,5743,2220,173,535,1119,966,0
blairde01,19,25,54,1,0,1017,302,25,192,159,139,0
blairwi01,60,86,139,0,4,3822,1438,170,415,778,713,0
blakesh01,87,102,196,11,8,4860,1766,68,740,876,744,0
blandfr01,45,46,86,5,4,2443,859,15,277,394,283,1
blankte01,77,79,156,8,4,3992,1462,63,489,719,634,0
blantcy01,68,71,167,14,4,3655,1243,64,337,588,481,0
blantjo01,92,91,252,3,2,4930,1788,206,428,862,810,0
blasiwa01,46,51,128,2,5,2591,891,75,372,486,434,0
blassst01,103,76,231,16,2,4792,1558,128,597,739,644,0
blevije01,16,9,0,0,2,988,277,31,118,140,129,0
blongjo01,13,21,36,1,0,961,374,0,41,242,105,1
bluejji01,14,17,30,3,1,710,244,4,97,114,91,1
bluevi01,209,161,473,37,2,10030,2939,263,1185,1357,1213,1
blylebe01,287,250,685,60,0,14910,4632,430,1322,2029,1830,1
blyzkmi01,3,11,9,0,1,542,193,8,107,126,112,0
bochtdo01,9,18,0,0,6,780,231,36,166,138,132,0
boddimi01,134,116,309,16,3,6371,2082,188,721,992,897,0
boehlge01,6,12,18,0,0,607,232,4,134,156,106,0
boehljo01,55,50,118,9,5,2776,861,13,386,391,305,1
boehrbr01,26,32,21,0,3,1604,522,64,274,280,259,0
boevejo01,34,45,0,0,49,2263,751,75,343,362,329,0
boggsmi01,13,15,15,0,6,950,319,27,144,156,145,0
boggsto01,20,44,94,4,0,1752,612,47,201,304,274,0
bohanbr01,54,60,157,2,2,3348,1229,142,489,706,643,0
bolanbe01,68,53,119,10,12,3186,925,13,432,460,383,1
bolinbo01,88,75,164,10,50,4728,1364,164,597,687,596,1
boltoto01,31,34,56,0,1,1621,614,46,244,297,274,0
bombama01,16,18,45,1,0,943,367,34,110,169,156,0
bondeje01,69,81,200,2,0,3693,1303,154,431,727,672,0
bondto01,234,163,408,42,0,10886,3767,51,198,1931,932,1
bonesri01,63,82,164,1,1,3835,1422,167,464,754,689,0
bonetju01,6,14,16,0,1,519,234,14,77,127,116,0
bonhabi01,75,83,214,4,11,4462,1512,98,636,743,662,0
bonhati01,103,72,193,21,9,4653,1501,117,287,580,528,1
bonsebo01,19,25,60,0,0,1250,475,63,133,262,240,0
bookegr01,5,7,4,0,1,792,278,22,118,136,114,0
boozejo01,14,16,22,0,15,1183,414,42,139,203,179,0
borbope01,69,39,4,0,80,3080,1098,63,251,436,401,0
borbope02,16,16,0,0,6,813,259,33,134,154,141,0
bordejo01,13,16,31,4,1,853,304,4,58,185,82,1
bordiri01,20,20,17,0,10,1114,383,42,121,196,179,0
borkoda01,13,20,21,0,1,1039,392,48,148,243,226,0
borlato02,11,9,0,0,8,809,263,23,146,144,125,0
borowha01,108,82,214,16,7,5151,1660,108,623,769,668,0
borowjo01,22,34,1,0,131,1363,450,53,177,222,211,0
bosioch01,94,93,246,9,9,5130,1742,162,481,835,753,0
boskish01,49,63,132,0,1,2611,982,133,292,540,497,0
bosmadi01,82,85,229,10,2,4773,1594,149,412,736,648,0
bosweda01,68,56,151,6,0,3196,858,110,481,462,417,0
bottari01,33,42,0,0,116,1886,561,71,316,298,279,0
botteke01,46,49,116,1,10,2735,950,123,385,506,460,0
boultja01,8,14,17,0,0,667,229,10,58,121,73,1
boutoji01,62,63,144,11,6,3716,1131,127,435,566,492,0
bowenry01,17,28,60,1,0,978,350,35,184,208,192,0
bowmabo01,26,17,38,2,10,1095,360,27,139,175,155,0
bowmajo01,77,96,184,5,11,4397,1656,102,484,837,717,0
bowsfte01,37,39,86,4,6,1987,699,63,259,369,320,0
boxbebr01,9,13,0,0,44,532,129,24,83,67,58,1
boydoi01,78,77,207,10,0,4169,1427,166,368,680,624,0
boyerbl01,12,21,0,0,3,1018,343,24,121,186,159,0
boyercl01,20,23,48,3,2,1187,393,56,218,235,208,0
boylehe01,89,111,199,10,1,5269,1740,46,378,983,597,1
brabege01,35,43,80,4,6,1863,570,53,282,325,293,0
brachbr01,15,10,0,0,1,739,200,27,122,97,89,1
bradeda01,26,36,79,2,0,1474,510,45,141,248,227,0
bradfch01,36,28,0,0,11,1547,527,28,137,214,187,1
bradlfo01,9,10,21,1,1,520,201,1,16,116,48,1
bradlge01,171,151,325,32,1,8820,3007,45,195,1696,790,1
bradlto01,55,61,151,10,2,3053,999,86,311,484,421,0
brainas01,24,53,82,0,0,2096,1107,6,78,917,376,0
brameer01,52,37,92,3,1,2375,946,63,232,492,419,0
brancra01,88,68,188,12,19,4452,1372,149,663,702,625,0
brandbu01,28,37,43,2,13,1770,556,59,275,311,265,0
branded01,121,146,278,18,17,6805,2342,134,778,1084,974,0
brantje01,43,46,18,0,172,2578,754,105,366,348,324,1
braxtga01,50,53,70,2,32,2814,1014,38,276,529,430,0
braybi01,13,12,0,0,3,592,185,19,88,90,82,0
brazede01,8,25,43,0,0,813,305,42,151,217,192,0
brazlal01,97,64,117,7,60,4130,1387,84,492,589,506,1
brechha01,133,92,240,25,18,5723,1731,117,536,701,618,1
breinfr01,27,20,42,0,1,1311,426,25,159,191,162,1
breitte01,160,170,341,12,3,8893,3091,79,1203,1845,1330,0
brennad01,37,36,77,5,3,2031,694,21,194,316,234,1
brenndo01,21,12,26,1,19,1191,436,14,180,232,185,0
brennto01,9,10,20,1,2,657,255,20,46,124,107,0
breslcr01,22,27,2,0,8,1564,474,51,208,220,192,1
bressru01,26,32,52,3,2,1620,511,8,242,267,204,1
brettke01,83,85,184,8,11,4579,1490,127,562,734,666,0
breuema01,25,26,60,1,3,1453,487,41,154,246,217,0
brewebi01,11,11,0,0,5,536,172,26,93,96,95,0
breweja01,9,10,28,0,0,650,231,22,76,120,105,0
breweji01,69,65,35,1,132,3122,898,92,360,401,355,1
breweto01,91,82,217,13,3,4528,1478,126,669,761,671,0
bridgma01,23,15,5,0,25,1036,315,29,191,171,144,0
bridgto01,194,138,362,33,10,8479,2675,181,1192,1321,1122,0
briggbu01,44,47,97,8,4,2567,879,16,332,476,324,1
brilene01,129,112,279,17,22,6335,2141,186,547,929,807,1
brillji01,8,9,23,0,1,858,314,10,137,156,133,0
brisslo01,44,48,93,2,29,2693,867,61,451,451,406,0
brittji01,26,64,91,1,0,2450,1257,12,59,992,397,0
brittji02,13,16,30,3,4,711,214,23,112,115,106,0
brittza01,25,20,46,0,73,1190,372,29,148,186,163,0
broacjo01,44,29,86,4,3,2023,748,51,255,366,306,0
brobepe01,41,71,134,6,1,2889,942,85,478,552,488,0
brocado01,52,48,42,0,9,2640,885,85,310,436,391,0
brockch01,18,17,30,0,1,1005,361,56,137,193,179,0
brockle01,13,14,30,3,1,875,279,7,124,149,111,1
brododi01,9,11,15,0,5,647,212,27,124,137,114,0
brogler01,77,74,184,18,2,4012,1216,143,587,628,556,0
brosnji01,55,47,47,2,67,2494,790,80,312,356,327,0
brothre01,16,11,0,0,20,727,221,21,140,103,92,1
broweji01,33,32,28,0,5,1722,596,70,256,323,298,0
brownbo01,38,40,93,6,3,2194,698,15,291,357,282,1
brownbo02,16,21,49,2,1,1091,360,11,193,207,181,0
brownbu01,51,103,165,10,4,4355,1368,36,631,715,517,1
browncl01,89,93,130,8,64,4457,1740,84,368,830,704,0
brownel01,7,11,21,2,0,566,181,4,92,101,73,1
brownha01,85,92,211,13,11,5040,1677,173,389,781,712,0
brownja01,47,53,105,8,3,2678,934,82,353,460,415,0
brownju01,33,31,23,2,29,1792,619,26,300,316,270,0
brownke01,211,144,476,17,0,9769,3079,208,901,1357,1185,1
brownll01,91,105,181,10,21,5079,1899,83,590,938,790,0
brownma01,76,57,55,2,48,3226,1125,44,388,502,414,1
brownmi01,12,20,42,1,0,761,324,35,102,184,162,0
brownmo01,239,130,332,55,49,9517,2708,43,673,1044,725,1
brownto05,123,90,300,12,0,5763,1931,236,511,913,841,0
broxtjo01,39,35,0,0,118,1799,505,42,233,241,215,1
brucebo01,49,71,167,6,1,3367,1146,95,340,551,480,0
brunebr01,19,12,1,0,13,779,235,27,187,142,135,0
brunege01,69,93,213,15,4,4295,1303,133,581,639,576,0
brusswa01,28,16,0,0,14,1454,476,28,183,203,189,0
bryancl01,32,20,45,4,7,1630,511,13,262,254,225,0
bryanro01,57,56,132,6,1,2751,890,80,379,473,410,0
buchada01,8,17,35,0,0,577,229,24,61,115,107,0
buchhcl01,73,51,167,6,0,3085,974,95,362,485,440,0
buchhta01,20,22,27,1,1,933,289,41,85,165,148,0
buckega01,30,39,67,4,1,1692,622,15,214,301,245,0
buehrma01,214,160,493,10,0,9850,3472,361,734,1542,1391,0
buffich01,233,152,396,30,3,10212,3344,87,856,1824,1120,1
buhlbo01,166,132,369,20,6,7761,2446,238,1105,1162,1019,0
buicede01,9,11,0,0,20,517,145,19,72,86,81,0
bulliji01,34,41,89,4,11,1926,651,65,306,398,361,0
bumgama01,85,58,180,5,0,3513,1033,105,268,433,395,1
bunkewa01,60,52,152,5,5,3256,976,113,334,473,423,0
bunniji01,224,184,519,40,16,11281,3433,372,1000,1527,1366,1
burbada01,115,87,234,1,3,5333,1777,201,762,961,886,0
burchfr01,13,15,28,0,0,857,268,3,92,139,93,1
burdele01,203,144,373,33,31,9202,3186,289,628,1400,1246,0
burdibi01,12,14,24,0,1,665,226,19,56,130,78,1
burgmto01,79,55,3,0,102,3776,1231,94,384,521,452,1
burkebo01,38,46,88,4,5,2756,926,35,360,506,437,0
burkeja01,19,16,38,0,0,1002,345,10,34,218,112,1
burkejo03,166,136,423,6,1,7945,2866,257,700,1374,1268,0
burketi01,49,33,2,0,102,2098,624,49,219,251,211,1
burkhke01,27,20,41,6,7,1559,546,35,165,233,222,0
burksa01,4,11,21,0,2,655,206,2,133,122,103,0
burneaj01,164,157,430,10,0,8194,2519,263,1100,1328,1210,0
burneal01,8,11,0,0,0,517,178,14,72,96,90,0
burnese01,15,23,13,1,10,1118,353,36,147,152,146,0
burnewa01,14,21,27,1,1,788,259,23,97,124,104,0
burnsbi01,30,52,85,10,2,2156,705,14,147,332,217,1
burnsbr01,70,60,161,11,3,3283,1045,93,362,499,445,0
burnsde01,8,9,20,0,1,543,212,4,75,110,93,0
burnsdi01,25,27,53,1,0,1381,473,15,80,304,157,1
burnspe01,19,36,64,3,7,1702,607,73,230,337,303,0
