,0,1,2,3,4,5,6,7,8,9
2,0.9297716402540288,0.8359682657334999,0.8792985682414854,0.7569190587074054,0.8168291906061869,0.8542037350329464,0.8658076775206696,0.9164408819405011,0.8641534899223339,0.5827155212806089
3,0.9034766400500134,0.9261001752050018,0.939847168613844,0.8241292016944333,0.7532053517402735,0.9021432365494392,0.8755363905309392,0.9069284257315703,0.9001757297462605,0.8474616041694877
4,0.8377083161159157,0.9573108651952984,0.8941463325690217,0.9278734591117245,0.9650630174460598,0.8940796051787072,0.7928186711663302,0.8900079863425495,0.8909588163421506,0.8597351933144478
5,0.9716997077459774,0.9505575255465576,0.9582253555701963,0.9344584144918203,0.9528599109367571,0.9728859304565932,0.926559047201802,0.9260599900511461,0.9615932678500745,0.9565109927393837
6,0.9552820806005846,0.9517646517426295,0.9288750332363352,0.9318406978636105,0.8788120696773557,0.9287061917438072,0.9707416465983563,0.9195788970147507,0.9403356264918236,0.9725428960425768
7,0.9710901189744803,0.9660195048805928,0.9716102087153586,0.9789367406206033,0.98310874555091,0.9138049241489951,0.9743475679791118,0.9355943335599223,0.9736950075743191,0.9091384197116854
8,0.943729417067616,0.9733554045856038,0.9536852373894995,0.9771059459685094,0.9660685615985515,0.9904559682632758,0.9182235500320559,0.885731295704486,0.9535334814147028,0.9596157773275554
9,0.9388078140650705,0.9723712652867184,0.979662884930162,0.961964062732285,0.9535116335260334,0.9491878840479356,0.9260691232517566,0.9797123819848821,0.9785337296629668,0.9322941645895881
10,0.9707921614514392,0.940028874791826,0.9713635772758982,0.97688649878635,0.9589796940096815,0.9520054965111505,0.9765349622946741,0.9358906826367817,0.9748932245011872,0.9721555699836729
15,0.9914231316954074,0.963219667266035,0.9867882996087117,0.9904658381170532,0.9883469463375615,0.9810444028370225,0.9844648115042846,0.9814519249594116,0.9623564883965268,0.9846762839287774
20,0.9790811534602452,0.9850322437598787,0.9882862256375201,0.9946758753258879,0.9930066127364172,0.9916215968363079,0.9895664314857281,0.9785469431828557,0.9722582832677282,0.9736110747939392
25,0.9815215046859944,0.9883587636314758,0.994955953588008,0.9880754859905405,0.9872407418489085,0.9950571134877987,0.9967491673070137,0.9767413429203915,0.980330816179026,0.9840939895795504
30,0.9863771665698415,0.9895006152697928,0.9913505235610902,0.9901265081551127,0.9859616358097646,0.9889246699868497,0.9848205696612231,0.991452341904568,0.9938332329519555,0.9953505210559844
35,0.9826059532999378,0.9931556059624832,0.9881921262078955,0.9971710923569149,0.9949735191541242,0.987456500334974,0.9921757589994123,0.9870279984785824,0.992770576053365,0.9883605884821961
40,0.9924237124538123,0.9928102586024561,0.9894652713842768,0.9960139649763099,0.9896801400431462,0.9926814562547618,0.9964623573106306,0.993998673079049,0.9961739466072845,0.9961283244866225
45,0.9921198534042031,0.9869551173959622,0.9934427796660953,0.9904296120260215,0.9945333735888753,0.9912443794258514,0.9971840666899262,0.9895944662441708,0.9946228848958789,0.9913725895170273
50,0.9855317143318375,0.9936346447993226,0.9923049942398352,0.9958209629891106,0.991246529059136,0.9935890013811459,0.9951020580541915,0.99293701124385,0.9824642485597853,0.9928921754768675
55,0.9974968707552306,0.9805092373470294,0.9949191598582066,0.9935294317487934,0.9894761158165113,0.9926547764586646,0.9950926557536224,0.9862523481667881,0.9926349145074974,0.989831486999679
60,0.996245244841221,0.9969204996173093,0.9947672310613783,0.9966769499828423,0.9951546592035128,0.9956565900820917,0.9956771059970396,0.9985162987069274,0.9970135543475291,0.9972047960568299
