,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_rp__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,1.1126044750213624,0.3544537309041977,0.0019215583801269532,0.00019346886023797926,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 2}",0.6317761870302596,0.6807338733629253,0.6580873165531754,0.5941219227313567,0.6636949985025459,0.6457162263588133,0.03018045041712999,349,0.6671212742780429,0.6661357880730696,0.6706073304516244,0.613056832008797,0.6468153611244506,0.6527473171871968,0.021519129096429536
1,1.383680534362793,0.24785909169050646,0.0021044254302978516,0.00020116440136823486,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 3}",0.5945904040988241,0.60389652590224,0.6039441467023221,0.6021147648996705,0.6354720275531597,0.6079791055432666,0.014146912028406771,365,0.62643891752094,0.5947386980448163,0.6122776344154548,0.6308383515732515,0.6332143079593362,0.6195015819027597,0.014353213314133549
2,1.06680006980896,0.17298965329273835,0.0022202491760253905,0.0002626265917504982,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 4}",0.733049114212764,0.7508947888314341,0.7503811365662246,0.7493583707696915,0.7502293501048217,0.7467720948278639,0.006893502316686192,328,0.757087051365549,0.7433386750932849,0.7565754140546275,0.7645438322999815,0.7451972293907367,0.7533484404408359,0.007954432891496485
3,0.883265495300293,0.14961229031980047,0.0020208358764648438,1.885949735533394e-05,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 5}",0.7520813428765312,0.8119560607916156,0.8047365331421902,0.7613907457322553,0.7792008984725965,0.7818851772179122,0.02343637089811062,302,0.7576416390187323,0.8085680345571395,0.8057819747933255,0.7992515385249591,0.8056008778218495,0.7953688129432012,0.01910897042167356
4,1.1290088176727295,0.19662847893541677,0.0020933628082275392,0.00020375433107939963,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 6}",0.836683426824844,0.8236019387783786,0.8350466306435458,0.8099675052410901,0.8458040730757712,0.8302229826812205,0.01233018354067027,251,0.8536743334354104,0.846330729579878,0.8195242814027934,0.854432362282941,0.850734916671365,0.8449393246744776,0.013022038702108127
5,1.5706021308898925,0.2543630533268012,0.002614259719848633,0.00019796662871063463,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 7}",0.8203475520571797,0.8403267916260683,0.8148305387845872,0.7941383048817011,0.843163821503444,0.822577326099517,0.017943587669999886,260,0.8378854187741971,0.8368505447985561,0.821578912739426,0.8531331966763277,0.8347625699578893,0.8368421285892793,0.010037706379845685
6,1.1042066097259522,0.31392911190906864,0.0024197578430175783,0.00020772776910897299,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 8}",0.8240546827202646,0.7994744780974165,0.832489959473989,0.8097701707097934,0.8536194369571728,0.8238551721704429,0.018718587471263645,258,0.8482443351556733,0.806857014959652,0.8327448740311909,0.8491534610396699,0.8509985509615028,0.8375996472295377,0.0167033462366754
7,1.328610610961914,0.3882134310199813,0.002418994903564453,0.00020602869468670714,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 9}",0.8691782151397061,0.8667665192717224,0.8802538462952243,0.8312686433063792,0.8393876310272537,0.8574097695030855,0.01872669085259459,147,0.8833339962567386,0.8716090738719462,0.8722700781450538,0.8609321410292651,0.8543704987583204,0.8685031576122648,0.010008421647721958
8,1.2869935035705566,0.3637489220544303,0.0026990890502929686,0.0006832230462983748,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 10}",0.843056759146336,0.8514311428091987,0.8821118940626177,0.8362374663072778,0.8863485774183887,0.8598163645956242,0.02051954116724241,122,0.8543288450159309,0.8862274558104752,0.8794427465366849,0.8733582207514343,0.8970552856844667,0.8780825107597984,0.014245786127440653
9,1.1178854942321776,0.244364308668912,0.0027266979217529298,0.0002456056052155665,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 15}",0.8654692933641746,0.8899344006827988,0.8690796009887978,0.8349083258460618,0.8603664869721473,0.8639893920752344,0.017661676936994098,106,0.8933439817431329,0.888686539992018,0.8733689741041136,0.8640979730647484,0.8750168316122318,0.8789028601032489,0.010669359664862847
10,1.265706729888916,0.3736025979444579,0.0027114391326904298,0.00024683104149991156,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 20}",0.8807784619920367,0.8699849987162055,0.9004111414366976,0.8491141060197664,0.883474483378257,0.8767612292919034,0.016901138178394847,45,0.8861857956151374,0.8732557749672479,0.8852621687359206,0.9086684322916454,0.8856752638698198,0.8878094870959543,0.011494226768541796
