,0,1,2,3,4,5,6,7,8,9
2,0.3777986773083484,0.9000293201567244,0.3804678187428482,0.50146256051028,0.9560379138737555,0.9282503058172809,0.9232953615125853,0.9457766479317117,0.8222806720430355,0.8983312817329928
3,0.806485452360209,0.9526104018317673,0.9783886555866621,0.9051946732553235,0.92084279966388,0.93844150405364,0.9682201225318637,0.9577542501837729,0.8470045661984452,0.9044104164741442
4,0.9785097062803875,0.9781652666895829,0.9580436392346596,0.9337664959840214,0.9334896519899785,0.9123146330868084,0.958962950898169,0.9401775269161728,0.9805974637009721,0.9704890906064477
5,0.9559578582771245,0.9294062502787088,0.9723670948880506,0.9857012496328261,0.8832123420602971,0.9778803533031258,0.9714651166299167,0.990380398585786,0.9052370437444329,0.966666348550284
6,0.99139780972823,0.9898489871509396,0.9926570382357802,0.9905753069001738,0.9664870924564162,0.9800351588914065,0.948489004933194,0.959679768348941,0.9761930984211851,0.9869509994502959
7,0.9120233638835645,0.9805774359142465,0.9720741101110995,0.9854934194832012,0.9657423760211378,0.9764000199305725,0.9752318932242989,0.9690341341978682,0.9840799161940862,0.983011926121561
8,0.9878536198329653,0.9595954907122031,0.9958687648123635,0.9861363418932053,0.9827313247014761,0.9638361623529345,0.9850782689719886,0.9861620154285193,0.9712835834940904,0.9693328119356144
9,0.9932893928670606,0.9726855086371284,0.9480005001687636,0.9974336143343158,0.9777980903551318,0.9846290705691793,0.9801357334333871,0.9882760414303597,0.9334950973981737,0.9830181314245047
10,0.9874147592671276,0.9848834915270026,0.9738825374956537,0.9693590870695951,0.9932508120353177,0.9704284605850685,0.9909003742426676,0.9836316227427181,0.9037185234732805,0.9869700206018737
15,0.9782377579698159,0.9948840270788734,0.9894765425281536,0.9860104696367276,0.9867716497437915,0.9927111402771049,0.9913475522202457,0.9941111088501323,0.9935204504670604,0.9943722142692469
20,0.9946555866643749,0.9926383943564014,0.9897201263611145,0.9946911028400863,0.9874932580792349,0.984139904739898,0.9976054226492064,0.9937906687515838,0.9954134069639684,0.9962811154429941
25,0.9931323677365511,0.9928675091278335,0.9883205513838405,0.99103599480635,0.9941751574173283,0.9925713113019361,0.993798397911753,0.993739468727781,0.9940621566777208,0.9897627264229318
30,0.9967514330724632,0.9940706053643256,0.9937466951172466,0.9966295090084155,0.9861407943761535,0.9949253245775345,0.9958550892029362,0.9938858051148856,0.9973955668995714,0.9951884656487161
35,0.997533224463908,0.9948217300396507,0.9940125987809478,0.9910020390766736,0.990345349785061,0.9875561365211314,0.997815502013168,0.9977794264859684,0.9931373024873139,0.9919463212792314
40,0.9965265620812552,0.9969888835334562,0.9964376473141208,0.9964657571328809,0.9977278270904122,0.9969810873246031,0.9975022579343649,0.997821964450901,0.9874623086572736,0.9951015514350908
45,0.9981949041209609,0.9979244527119986,0.9977257960791027,0.9967491097312637,0.9985428908851937,0.9849352812391721,0.998544367528432,0.9970503951182376,0.9951486605523062,0.9919893039714051
50,0.9921730500302112,0.9939059081320407,0.9892880634370087,0.9944447555078018,0.9987829857092523,0.9970520866828979,0.9971323061242663,0.9981531666577004,0.9974763286256251,0.9982054666363114
55,0.9989686364923965,0.9948439701448012,0.9985582095655915,0.9990999155218026,0.9939412273233852,0.9968306092179944,0.9985395224629748,0.9959835539559913,0.9967039247353824,0.996564958298956
60,0.9957788301275471,0.9973861001516472,0.9996610979001905,0.9982205094855142,0.9957444969246814,0.9932335556068972,0.9981988253718986,0.9974852722728672,0.9908702912241002,0.9962524719268729
