,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_ica__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.9278777599334717,0.4338828056213276,0.0018027305603027343,0.00025485857252479906,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 2}",0.46010326399061147,0.4860081294243664,0.7365659746919196,0.3540937106918238,0.3556666666666667,0.47860560592522017,0.1395931677619618,173,0.48633478025543214,0.4874289716868604,0.7175114265983096,0.35558376642110817,0.3496445777882904,0.4793007045500001,0.13339901576345417
1,0.3061507701873779,0.003273661632427224,0.0018191337585449219,0.0002415947589803171,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 3}",0.2,0.2,0.19999999999999998,0.2,0.2,0.19999999999999998,2.4826927968332896e-17,379,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.20000000000000004,0.20000000000000004,0.2,2.7755575615628914e-17
2,0.5701112747192383,0.23713273343681004,0.0019116401672363281,0.0005802952663245763,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 4}",0.232861086773239,0.41736163115019664,0.3852682242990653,0.2,0.2,0.2872455483056662,0.094587906460932,282,0.22512326383294123,0.4272851051573333,0.37950674154604314,0.20000000000000004,0.20000000000000004,0.2863830221072635,0.09716196285641583
3,1.4819056987762451,0.7590635096019491,0.001501607894897461,2.5570834429465148e-05,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 5}",0.8060641666548438,0.5517349379385549,0.8409009152813386,0.2,0.8391692123390236,0.6477527603477156,0.2482250612438471,153,0.8024173945188192,0.5581202371077941,0.8252236315370619,0.20000000000000004,0.838660956502844,0.6448844439333039,0.24508708083833378
4,1.0602912425994873,0.61448269530473,0.0019111156463623047,0.00020469216854738923,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 6}",0.7165810077176558,0.5597218215979298,0.8346536156369752,0.23176666666666665,0.2,0.50904265041944,0.2544095292565525,171,0.7291322245603052,0.5633363524498053,0.8130771774188235,0.22787232188429793,0.20000000000000004,0.5066836152626464,0.25233331469541836
5,0.9571281433105469,0.7286513708820554,0.0019106388092041016,0.0003866353288175241,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 7}",0.2,0.26922682713130874,0.19999999999999996,0.4833949685534591,0.843766037735849,0.398754765900751,0.2451614911383922,225,0.19999999999999998,0.2650608496602253,0.19999999999999998,0.4919740307783893,0.8459481555750179,0.4005966072027265,0.2471986142323751
6,1.6016027927398682,0.8104442815331719,0.0019292831420898438,0.00021340964080153644,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 8}",0.829409217272767,0.8613678819123394,0.3310666666666666,0.3748075471698113,0.8008629230308476,0.6398714526968701,0.23514310378163916,155,0.8381890148816267,0.854178146774462,0.3254414248426224,0.38109165553948116,0.8100856722286168,0.6417971828533617,0.23666211305497858
7,1.6024494171142578,0.8178618665983857,0.0020273208618164064,0.00031788353353843563,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 9}",0.2,0.3444942222810005,0.8479453863755411,0.8208607666966158,0.8337327643006888,0.6086667205557659,0.2793546279308751,157,0.19999999999999998,0.3584841797120673,0.8408796589808242,0.8377720617273063,0.8292696928211923,0.6132811186482781,0.2773341329089158
8,2.1553933143615724,0.49023552774129237,0.002131938934326172,0.00018680548312479417,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 10}",0.7667921363338904,0.8462903800771896,0.7852529953408871,0.8214469901168014,0.8647105420784666,0.8168559542054142,0.03656847161194801,81,0.774315742055733,0.8467030358284344,0.7870127177486774,0.8484149077400969,0.8569296608031409,0.8226752128352166,0.03470932827654873
9,0.9436529159545899,0.7140752116336533,0.002013683319091797,0.0003177696630564994,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 15}",0.2,0.2,0.19999999999999998,0.2,0.8505888289907156,0.3297186315472286,0.2599357020997768,240,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.20000000000000004,0.8559869786576031,0.3311973957315206,0.26239479146304123
10,0.9363411903381348,0.7023526003327071,0.002203512191772461,0.00024363175086358565,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 20}",0.2,0.2,0.19999999999999998,0.2,0.8505888289907156,0.3297186315472286,0.2599357020997768,240,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.20000000000000004,0.8559869786576031,0.3311973957315206,0.26239479146304123
