,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_ica__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
243,0.1845109462738037,0.020967702780737646,0.0011878490447998046,0.00025787472548294727,0.001,"(25,)",45,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'ica__n_components': 45}",0.5461858096306238,0.5036496350364963,0.5922429167662578,0.5255474452554745,0.5488339275103981,0.5432944442302676,0.029413675190577526,38,0.555947147227454,0.5045703839122486,0.5677667478923211,0.522474654096527,0.5825175122689368,0.5466552890794975,0.028892814761640767
244,0.18861351013183594,0.02097374012728717,0.001104593276977539,0.0002037314310998021,0.001,"(25,)",50,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'ica__n_components': 50}",0.5461858096306238,0.5036496350364963,0.5922429167662578,0.5255474452554745,0.5488339275103981,0.5432944442302676,0.029413675190577526,38,0.555947147227454,0.5045703839122486,0.5677667478923211,0.522474654096527,0.5825175122689368,0.5466552890794975,0.028892814761640767
245,0.18386483192443848,0.019916585830912745,0.0013013362884521484,0.0002710216483721733,0.001,"(25,)",55,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'ica__n_components': 55}",0.5461858096306238,0.5036496350364963,0.5922429167662578,0.5255474452554745,0.5488339275103981,0.5432944442302676,0.029413675190577526,38,0.555947147227454,0.5045703839122486,0.5677667478923211,0.522474654096527,0.5825175122689368,0.5466552890794975,0.028892814761640767
246,0.18673362731933593,0.022225047441101566,0.0011920452117919922,0.00020874090013342088,0.001,"(25,)",60,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'ica__n_components': 60}",0.5461858096306238,0.5036496350364963,0.5922429167662578,0.5255474452554745,0.5488339275103981,0.5432944442302676,0.029413675190577526,38,0.555947147227454,0.5045703839122486,0.5677667478923211,0.522474654096527,0.5825175122689368,0.5466552890794975,0.028892814761640767
247,0.08582592010498047,0.002414030345500233,0.0016969680786132813,0.0002379923157085595,0.001,"(25, 25)",2,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'ica__n_components': 2}",0.5,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5,8.596525461752134e-17,164,0.5,0.5,0.5,0.5000000000000001,0.5,0.5,4.965068306494546e-17
248,0.08866472244262695,0.0018420042806870345,0.0016936302185058595,0.00021907647934529356,0.001,"(25, 25)",3,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'ica__n_components': 3}",0.5,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5,8.596525461752134e-17,164,0.5,0.5,0.5,0.5000000000000001,0.5,0.5,4.965068306494546e-17
249,0.11362323760986329,0.012468137051786577,0.001783132553100586,0.00025727465952983655,0.001,"(25, 25)",4,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'ica__n_components': 4}",0.5291970802919709,0.5,0.5011307433488388,0.5000000000000001,0.4999999999999999,0.5060723876356177,0.01157876475842968,133,0.5091090690710075,0.5033410486178193,0.5025520378264107,0.5009140767824499,0.5,0.5031832464595375,0.0031881307541527576
250,0.1345306396484375,0.01661768600297757,0.0015799045562744141,0.0001912458013629857,0.001,"(25, 25)",5,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'ica__n_components': 5}",0.5291970802919709,0.529068377796981,0.535108202026145,0.5303214628032147,0.5110294117647058,0.5269555760158974,0.008250293299592922,77,0.526097871918593,0.5303846960723515,0.5233873403247336,0.524586764721129,0.511861313868613,0.523263597381084,0.006172865009853634
251,0.12691149711608887,0.008652514879902921,0.0017181396484375,0.00022936276731584134,0.001,"(25, 25)",6,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'ica__n_components': 6}",0.5,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5,8.596525461752134e-17,164,0.5,0.5,0.5,0.5000000000000001,0.5,0.5,4.965068306494546e-17
252,0.14767670631408691,0.013348295529412973,0.001483583450317383,4.1759230223566744e-05,0.001,"(25, 25)",7,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'ica__n_components': 7}",0.5182481751824818,0.5036496350364963,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5043844884352959,0.007079358667272729,137,0.5024269718353693,0.5063985374771481,0.5,0.5000000000000001,0.5057567415911213,0.5029164501807277,0.002736535751630352
253,0.1549968719482422,0.01427680350581756,0.0014880180358886718,0.000294867840228093,0.001,"(25, 25)",8,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'ica__n_components': 8}",0.5,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5,8.596525461752134e-17,164,0.5,0.5,0.5009140767824498,0.5000000000000001,0.5,0.50018281535649,0.00036563071297991413
254,0.16025862693786622,0.015535710303629605,0.0016153335571289062,0.0003605320755761383,0.001,"(25, 25)",9,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'ica__n_components': 9}",0.5,0.5,0.4999999999999999,0.5000000000000001,0.5036764705882353,0.5007333642118265,0.0014691388253179085,150,0.5,0.5,0.5027422303473492,0.5018281535648995,0.5036496350364962,0.5016440037897489,0.0014606893119930194
255,0.16895947456359864,0.022611170731532078,0.0015923500061035157,0.00020867270114786288,0.001,"(25, 25)",10,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'ica__n_components': 10}",0.5,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5,8.596525461752134e-17,164,0.5,0.5,0.5,0.5000000000000001,0.5,0.5,4.965068306494546e-17
256,0.1808774471282959,0.019325145220441726,0.001709318161010742,0.00041991509318419987,0.001,"(25, 25)",15,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'ica__n_components': 15}",0.5,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5,8.596525461752134e-17,164,0.5,0.5,0.5,0.5000000000000001,0.5,0.5,4.965068306494546e-17
257,0.18012843132019044,0.02541718226261841,0.0017028331756591796,0.00023391486768276025,0.001,"(25, 25)",20,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'ica__n_components': 20}",0.5,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5,8.596525461752134e-17,164,0.5,0.5,0.5,0.5000000000000001,0.5,0.5,4.965068306494546e-17
258,0.18279366493225097,0.024379536306547565,0.0017719268798828125,0.0002799210794646963,0.001,"(25, 25)",25,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'ica__n_components': 25}",0.5,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5,8.596525461752134e-17,164,0.5,0.5,0.5,0.5000000000000001,0.5,0.5,4.965068306494546e-17
259,0.17968297004699707,0.022269754041906197,0.0015836715698242187,0.0001949110949413531,0.001,"(25, 25)",30,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'ica__n_components': 30}",0.5,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5,8.596525461752134e-17,164,0.5,0.5,0.5,0.5000000000000001,0.5,0.5,4.965068306494546e-17
260,0.18375029563903808,0.02494444809401902,0.001380777359008789,0.0002075264996172088,0.001,"(25, 25)",35,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'ica__n_components': 35}",0.5,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5,8.596525461752134e-17,164,0.5,0.5,0.5,0.5000000000000001,0.5,0.5,4.965068306494546e-17
261,0.1830876350402832,0.024611901296611727,0.0014319896697998046,0.000244695732726608,0.001,"(25, 25)",40,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'ica__n_components': 40}",0.5,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5,8.596525461752134e-17,164,0.5,0.5,0.5,0.5000000000000001,0.5,0.5,4.965068306494546e-17
262,0.18169550895690917,0.024588920266918474,0.001401996612548828,0.0002008760843856215,0.001,"(25, 25)",45,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'ica__n_components': 45}",0.5,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5,8.596525461752134e-17,164,0.5,0.5,0.5,0.5000000000000001,0.5,0.5,4.965068306494546e-17
263,0.1815408229827881,0.022990844168248523,0.0018571853637695313,0.00037511781240638696,0.001,"(25, 25)",50,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'ica__n_components': 50}",0.5,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5,8.596525461752134e-17,164,0.5,0.5,0.5,0.5000000000000001,0.5,0.5,4.965068306494546e-17
264,0.17762455940246583,0.02167953025851312,0.0013851642608642579,0.00018759717999944074,0.001,"(25, 25)",55,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'ica__n_components': 55}",0.5,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5,8.596525461752134e-17,164,0.5,0.5,0.5,0.5000000000000001,0.5,0.5,4.965068306494546e-17
265,0.18314242362976074,0.020869017633633614,0.001596689224243164,0.00020486652445224552,0.001,"(25, 25)",60,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'ica__n_components': 60}",0.5,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5,8.596525461752134e-17,164,0.5,0.5,0.5,0.5000000000000001,0.5,0.5,4.965068306494546e-17
266,0.39829425811767577,0.0042433937592902485,0.0021824359893798826,0.00021939222202674533,0.001,"(100, 25, 100)",2,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 2}",0.5,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5,8.596525461752134e-17,164,0.5,0.5,0.5,0.5000000000000001,0.5,0.5,4.965068306494546e-17
267,0.40291485786437986,0.00491077047850167,0.002322864532470703,0.0002140471174639803,0.001,"(100, 25, 100)",3,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 3}",0.5,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5,8.596525461752134e-17,164,0.5,0.5,0.5,0.5000000000000001,0.5,0.5,4.965068306494546e-17
268,0.4125965118408203,0.003742619283576356,0.00231022834777832,0.0002558481047817599,0.001,"(100, 25, 100)",4,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 4}",0.5,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5,8.596525461752134e-17,164,0.5,0.5,0.5,0.5000000000000001,0.5,0.5,4.965068306494546e-17
